"age","job","marital","education","default","balance","housing","loan","contact","y","price"
53,"technician","divorced","secondary","no",394,"no","no","cellula","no",33
38,"management","divorced","tertiary","no",2350,"","no","cellula","no",40
35,"admin.","married","secondary","no",635,"no","no","cellula","no",19
33,"","single","tertiary","no",9135,"yes","no","cellula","no",101
56,"blue-collar","married","unknown","no",3197,"no","no","cellula","no",54
34,"technician","single","secondary","no",1174,"no","no","cellula","no",76
32,"technician","married","secondary","no",79,"yes","no","cellula","no",0
46,"blue-collar","married","primary","no",575,"no","no","cellula","no",44
38,"technician","divorced","secondary","no",631,"yes","no","cellula","no",0
44,"management","divorced","tertiary","no",96,"no","no","cellula","no",61
42,"technician","divorced","tertiary","no",343,"no","no","cellula","no",63
46,"blue-collar","married","secondary","no",519,"yes","no","cellula","no",20
45,"blue-collar","married","secondary","no",221,"no","yes","cellula","no",41
49,"blue-collar","married","","no",1860,"no","no","cellula","no",63
52,"management","single","tertiary","",0,"no","no","cellula","no",47
54,"housemaid","married","primary","no",470,"no","no","cellula","no",42
47,"technician","married","tertiary","no",52,"","no","cellula","no",37
54,"blue-collar","married","primary","no",211,"no","no","cellula","no",53
43,"technician","married","secondary","",246,"no","no","cellula","no",23
52,"management","single","tertiary","no",597,"","no","cellula","no",45
33,"management","single","tertiary","no",-2,"no","yes","cellula","no",64
49,"housemaid","married","primary","no",-75,"no","yes","cellula","no",78
60,"retired","married","tertiary","no",0,"no","no","cellula","no",55
32,"management","married","tertiary","no",1232,"no","no","cellula","no",66
30,"technician","single","secondary","no",175,"no","no","cellula","no",34
34,"technician","married","secondary","no",545,"yes","no","cellula","no",21
37,"technician","married","secondary","no",5380,"no","no","cellula","no",47
36,"management","married","tertiary","no",46,"","no","cellula","no",34
39,"management","single","tertiary","no",0,"no","no","cellula","no",76
33,"housemaid","married","primary","no",2054,"no","no","cellula","ye",82
49,"management","divorced","tertiary","no",112,"no","no","cellula","no",33
47,"technician","married","secondary","no",1990,"yes","yes","cellula","no",43
35,"management","married","secondary","no",0,"no","no","telepho","no",24
33,"management","single","tertiary","no",369,"no","no","cellula","no",54
43,"housemaid","married","primary","no",0,"yes","no","cellula","no",44
46,"self-employe","married","secondary","no",745,"no","yes","cellula","no",31
39,"technician","single","tertiary","no",-41,"no","yes","cellula","no",95
58,"blue-collar","married","primary","no",0,"no","no","telepho","no",38
59,"technician","married","secondary","no",283,"no","no","cellula","no",26
51,"housemaid","married","secondary","no",603,"no","no","cellula","no",19
40,"technician","married","secondary","no",214,"no","no","cellula","no",32
56,"management","single","tertiary","no",3694,"no","no","cellula","no",77
50,"management","divorced","","yes",-68,"yes","yes","cellula","no",67
30,"management","single","tertiary","no",171,"no","no","cellula","no",78
45,"self-employe","married","secondary","no",-124,"no","no","cellula","no",38
35,"technician","single","tertiary","no",2650,"no","no","cellula","no",86
33,"management","married","tertiary","no",584,"yes","no","cellula","no",30
49,"","married","secondary","no",905,"no","no","cellula","no",31
45,"technician","single","secondary","no",21,"yes","no","cellula","no",21
37,"technician","married","tertiary","no",905,"yes","no","cellula","no",1
59,"blue-collar","married","primary","",-546,"no","no","cellula","ye",68
54,"housemaid","married","primary","no",182,"no","no","cellula","no",39
38,"management","married","tertiary","no",1463,"yes","no","cellula","no",30
35,"management","divorced","tertiary","no",29,"no","no","cellula","no",46
33,"technician","married","tertiary","no",74,"no","no","cellula","no",50
37,"unemployed","divorced","tertiary","no",1085,"no","no","cellula","no",83
30,"management","married","tertiary","no",42,"no","no","cellula","no",36
52,"technician","married","secondary","no",3431,"no","no","cellula","no",44
45,"admin.","married","secondary","no",309,"no","no","cellula","no",30
33,"technician","married","secondary","no",0,"no","no","cellula","no",29
34,"technician","married","tertiary","no",11126,"no","no","cellula","no",110
36,"technician","single","secondary","no",351,"no","no","cellula","no",37
49,"technician","married","secondary","no",626,"yes","no","cellula","no",6
54,"blue-collar","married","secondary","no",497,"yes","no","cellula","no",12
33,"unemployed","single","secondary","no",0,"yes","yes","cellula","no",68
54,"blue-collar","married","secondary","no",2059,"yes","no","cellula","no",33
58,"blue-collar","married","primary","",5188,"yes","no","cellula","ye",87
33,"technician","married","secondary","no",430,"no","no","cellula","no",18
36,"technician","married","secondary","no",0,"no","no","cellula","no",16
30,"management","","tertiary","no",604,"no","no","cellula","no",49
36,"management","divorced","tertiary","no",2397,"no","no","cellula","no",82
43,"management","married","tertiary","no",-68,"no","yes","cellula","no",51
39,"technician","married","secondary","no",3825,"no","yes","cellula","no",62
55,"management","single","tertiary","no",43074,"yes","no","cellula","no",89
55,"management","divorced","tertiary","no",746,"yes","yes","cellula","no",50
34,"technician","married","secondary","no",2,"yes","no","cellula","no",10
47,"services","married","secondary","no",756,"no","no","cellula","no",29
35,"technician","divorced","secondary","no",0,"no","no","cellula","no",18
41,"","married","tertiary","no",51,"","no","cellula","no",47
54,"blue-collar","married","secondary","no",983,"no","no","cellula","no",24
39,"technician","divorced","secondary","no",130,"yes","no","cellula","no",6
33,"technician","married","tertiary","no",463,"no","no","cellula","no",40
33,"technician","single","tertiary","no",49,"no","no","cellula","no",63
45,"admin.","married","secondary","no",356,"no","no","cellula","no",43
50,"management","married","tertiary","no",3327,"no","no","cellula","no",73
30,"management","married","tertiary","no",144,"yes","no","cellula","no",26
52,"services","married","secondary","no",-298,"no","no","cellula","no",33
52,"","married","secondary","no",142,"no","no","cellula","no",41
59,"management","married","tertiary","no",169,"no","no","cellula","no",43
55,"management","married","tertiary","no",740,"no","no","cellula","no",55
42,"self-employe","married","tertiary","no",1385,"no","no","cellula","no",74
46,"management","married","tertiary","no",-3,"no","","cellula","no",53
30,"technician","single","tertiary","no",-266,"no","yes","cellula","no",89
33,"services","married","secondary","no",1461,"no","no","cellula","no",34
33,"technician","single","secondary","no",291,"","no","cellula","no",43
31,"management","married","tertiary","no",2652,"no","no","cellula","no",46
31,"management","single","tertiary","no",0,"no","no","cellula","no",55
31,"management","single","tertiary","no",0,"no","no","cellula","no",55
59,"retired","married","unknown","no",0,"no","no","","no",66
30,"technician","married","tertiary","no",3418,"no","no","cellula","no",59
52,"entrepreneur","married","tertiary","no",0,"no","no","cellula","no",50
46,"technician","married","secondary","no",518,"no","no","cellula","no",19
44,"technician","divorced","secondary","no",242,"no","no","cellula","no",27
55,"self-employe","married","secondary","no",198,"no","no","cellula","no",18
51,"blue-collar","married","primary","no",7134,"no","no","cellula","no",90
34,"management","married","tertiary","no",8,"no","no","cellula","no",41
35,"technician","divorced","tertiary","no",-995,"yes","yes","cellula","no",63
37,"technician","married","tertiary","no",0,"yes","no","cellula","no",21
48,"management","married","tertiary","no",190,"no","no","cellula","no",50
41,"technician","married","secondary","no",1190,"no","no","cellula","no",43
43,"technician","married","secondary","no",275,"no","no","cellula","no",29
50,"retired","divorced","","no",-300,"no","yes","cellula","no",68
33,"technician","married","secondary","no",0,"no","no","cellula","no",24
60,"management","married","tertiary","yes",-311,"no","no","cellula","no",54
46,"blue-collar","married","secondary","no",1272,"no","no","cellula","no",47
34,"housemaid","single","tertiary","no",43,"no","no","cellula","no",67
47,"blue-collar","married","primary","no",85,"no","no","cellula","no",49
30,"management","single","tertiary","no",73,"no","no","cellula","no",62
48,"blue-collar","married","primary","no",193,"no","yes","cellula","no",58
33,"technician","single","tertiary","no",6,"no","no","cellula","no",71
35,"management","single","tertiary","no",0,"no","no","cellula","no",65
50,"management","married","tertiary","no",1396,"no","no","cellula","ye",85
34,"management","married","secondary","no",15,"no","no","cellula","no",30
48,"unknown","married","unknown","no",558,"no","no","cellula","no",59
38,"management","single","tertiary","no",776,"no","no","cellula","no",58
54,"blue-collar","married","secondary","no",2255,"no","no","cellula","no",45
52,"technician","married","","no",141,"no","no","cellula","no",51
31,"management","single","tertiary","no",0,"no","no","cellula","no",82
32,"management","married","secondary","no",251,"no","no","cellula","no",20
49,"blue-collar","married","primary","no",-117,"no","no","cellula","no",55
38,"management","divorced","tertiary","no",162,"no","no","cellula","no",36
33,"entrepreneur","married","tertiary","no",-886,"yes","yes","cellula","no",37
55,"management","single","tertiary","no",1498,"no","no","cellula","no",91
47,"technician","divorced","secondary","no",157,"yes","no","cellula","no",16
35,"technician","single","secondary","no",-816,"no","no","cellula","no",35
31,"","single","secondary","no",105,"no","no","cellula","no",66
56,"management","married","tertiary","no",154,"no","no","cellula","no",38
39,"self-employe","married","secondary","no",454,"yes","no","cellula","no",20
30,"management","married","tertiary","no",4874,"yes","no","cellula","no",75
52,"technician","married","secondary","no",306,"no","no","cellula","no",32
51,"","married","secondary","no",1052,"no","","cellula","no",73
59,"retired","married","primary","no",255,"no","yes","cellula","no",71
34,"technician","single","tertiary","no",6742,"no","no","cellula","no",103
33,"technician","","secondary","no",31,"no","yes","cellula","no",44
55,"services","","primary","no",269,"no","no","cellula","no",29
34,"management","single","tertiary","no",280,"no","no","cellula","no",41
51,"services","married","secondary","no",135,"no","no","cellula","no",29
32,"technician","single","secondary","no",309,"yes","yes","cellula","no",33
53,"technician","single","secondary","no",925,"no","no","cellula","ye",67
35,"management","married","tertiary","no",0,"no","no","cellula","no",56
57,"retired","married","secondary","no",49,"yes","yes","cellula","no",22
42,"technician","married","secondary","no",827,"no","no","cellula","no",12
32,"management","single","tertiary","no",1882,"no","no","cellula","ye",103
33,"management","married","tertiary","no",130,"no","no","cellula","no",49
44,"management","married","tertiary","no",792,"no","no","cellula","ye",67
41,"management","","","no",1064,"no","no","cellula","no",55
36,"management","single","tertiary","no",1841,"yes","no","cellula","no",65
40,"management","married","tertiary","no",24450,"no","no","cellula","no",81
40,"technician","single","secondary","no",103,"no","no","cellula","no",46
45,"blue-collar","married","secondary","no",1335,"yes","no","cellula","no",28
31,"","married","tertiary","no",29230,"no","no","cellula","no",100
37,"services","married","primary","no",337,"no","no","cellula","no",32
33,"technician","single","secondary","no",79,"yes","no","cellula","no",36
39,"management","divorced","tertiary","",355,"yes","no","cellula","no",52
55,"technician","divorced","secondary","no",61,"yes","yes","cellula","no",31
31,"technician","married","secondary","no",518,"yes","no","cellula","no",0
30,"","single","tertiary","no",4213,"no","no","cellula","no",118
31,"technician","single","tertiary","no",1051,"no","no","cellula","no",65
32,"","single","secondary","no",230,"yes","no","cellula","no",41
54,"","divorced","tertiary","no",3777,"no","no","cellula","no",77
45,"blue-collar","married","primary","no",179,"no","no","cellula","no",52
56,"services","married","secondary","no",17,"no","yes","cellula","no",60
30,"technician","single","secondary","no",276,"no","yes","cellula","no",62
57,"technician","married","secondary","no",109,"no","no","cellula","no",16
58,"management","married","tertiary","no",657,"no","no","cellula","no",52
55,"blue-collar","married","primary","no",2275,"no","no","cellula","no",70
31,"","single","tertiary","no",244,"no","no","cellula","no",74
47,"blue-collar","married","primary","no",259,"no","no","cellula","no",37
31,"entrepreneur","single","tertiary","no",95,"no","no","cellula","no",57
59,"management","divorced","tertiary","no",6144,"yes","no","cellula","no",71
40,"housemaid","married","primary","no",34,"no","no","cellula","no",57
52,"technician","married","secondary","no",981,"no","no","cellula","no",19
47,"","married","primary","no",799,"no","no","cellula","no",59
47,"","married","unknown","yes",162,"no","no","cellula","ye",102
41,"technician","married","tertiary","no",63,"no","no","cellula","no",46
45,"services","married","secondary","no",222,"no","no","cellula","no",14
32,"management","married","tertiary","no",1900,"no","no","cellula","no",75
32,"management","single","tertiary","no",3367,"no","no","cellula","no",83
38,"technician","married","secondary","no",0,"no","no","cellula","no",22
32,"technician","married","secondary","no",255,"","yes","cellula","no",7
30,"management","single","tertiary","no",420,"no","no","cellula","no",60
45,"technician","married","tertiary","no",285,"no","no","cellula","no",50
46,"blue-collar","married","primary","no",185,"no","no","cellula","no",42
31,"management","married","tertiary","no",166,"no","no","cellula","no",36
30,"management","single","tertiary","no",0,"no","no","cellula","no",66
52,"","married","tertiary","no",3163,"no","no","cellula","no",84
31,"technician","single","tertiary","no",23,"no","no","cellula","no",70
35,"technician","married","secondary","no",31,"no","no","cellula","no",39
49,"technician","married","secondary","no",5244,"","no","cellula","no",41
51,"self-employe","married","primary","no",1242,"no","no","cellula","no",58
48,"services","married","secondary","no",4300,"yes","yes","cellula","no",57
34,"management","married","tertiary","no",224,"no","no","cellula","no",31
49,"admin.","married","secondary","no",272,"no","yes","telepho","no",53
34,"technician","married","secondary","no",354,"no","no","cellula","no",38
54,"management","married","tertiary","no",1451,"no","no","cellula","no",71
54,"management","married","tertiary","no",1331,"no","","cellula","no",62
34,"management","single","tertiary","no",94,"no","no","cellula","no",76
43,"management","single","tertiary","no",778,"yes","no","cellula","no",41
48,"admin.","married","secondary","no",44,"no","yes","cellula","no",37
38,"","single","secondary","no",14,"no","no","cellula","no",66
57,"housemaid","married","primary","no",1303,"no","no","cellula","no",72
59,"blue-collar","married","primary","",0,"no","no","cellula","no",51
39,"technician","","secondary","no",0,"no","no","cellula","no",36
49,"","married","secondary","no",338,"no","no","cellula","no",30
51,"services","married","secondary","no",917,"no","no","cellula","no",23
34,"technician","married","","no",1035,"no","no","cellula","ye",78
31,"technician","married","secondary","no",0,"no","no","cellula","no",34
51,"retired","married","tertiary","no",746,"no","no","cellula","ye",66
34,"management","married","secondary","no",333,"no","no","cellula","no",2
50,"management","married","tertiary","no",161,"no","no","cellula","no",57
38,"management","married","tertiary","no",93,"yes","no","cellula","no",16
57,"blue-collar","married","secondary","no",268,"no","no","cellula","no",31
40,"entrepreneur","married","secondary","no",50,"no","no","cellula","no",27
44,"management","married","tertiary","",3674,"no","no","cellula","no",53
42,"management","married","tertiary","no",0,"no","no","cellula","no",36
30,"technician","single","secondary","",1499,"no","no","cellula","no",67
41,"management","married","tertiary","no",771,"yes","no","cellula","no",22
51,"management","married","tertiary","no",9864,"no","no","cellula","no",107
42,"management","married","tertiary","no",295,"yes","no","cellula","no",26
57,"technician","divorced","tertiary","no",437,"no","no","cellula","no",50
39,"technician","divorced","secondary","no",807,"yes","yes","cellula","no",30
32,"management","single","tertiary","no",2536,"yes","no","cellula","ye",84
34,"student","single","tertiary","no",1322,"no","no","cellula","no",97
53,"blue-collar","married","secondary","no",392,"no","no","cellula","no",13
60,"unknown","married","unknown","no",17297,"no","no","cellula","ye",121
54,"blue-collar","married","primary","",7073,"no","no","cellula","no",89
61,"management","married","tertiary","",7935,"no","no","cellula","no",92
52,"blue-collar","married","primary","no",1401,"no","no","cellula","no",66
52,"","married","secondary","no",526,"no","yes","cellula","no",88
37,"management","married","","no",675,"no","no","cellula","no",43
47,"admin.","married","secondary","no",175,"yes","no","cellula","no",6
33,"technician","single","secondary","no",0,"no","no","cellula","no",44
35,"technician","single","tertiary","",973,"no","no","cellula","no",67
37,"self-employe","married","secondary","no",111,"no","no","cellula","no",42
32,"technician","single","secondary","no",39,"no","no","cellula","no",37
35,"technician","married","secondary","no",5535,"no","no","cellula","no",65
46,"admin.","married","secondary","no",22,"no","no","cellula","ye",45
41,"management","married","tertiary","no",2251,"no","no","cellula","no",85
37,"technician","married","secondary","no",1578,"no","yes","cellula","no",71
51,"technician","married","tertiary","",87,"no","no","cellula","no",20
51,"management","divorced","secondary","no",292,"no","no","cellula","no",23
45,"blue-collar","married","secondary","no",2,"no","no","cellula","no",7
35,"management","married","tertiary","no",1285,"no","no","cellula","no",66
58,"retired","married","primary","no",1,"no","no","cellula","no",52
53,"blue-collar","married","primary","no",18,"no","no","cellula","no",45
54,"management","divorced","tertiary","no",2625,"yes","no","cellula","no",55
39,"management","married","tertiary","no",309,"no","no","cellula","no",41
32,"technician","divorced","secondary","no",409,"no","yes","cellula","no",39
35,"management","single","","no",714,"yes","no","cellula","no",40
48,"management","married","tertiary","no",0,"no","no","cellula","no",44
30,"technician","single","tertiary","no",10,"no","no","cellula","no",65
49,"admin.","married","secondary","no",0,"no","no","cellula","no",24
31,"technician","single","tertiary","no",7005,"no","no","cellula","no",95
51,"blue-collar","married","primary","no",19,"no","no","cellula","no",39
43,"technician","divorced","secondary","no",1326,"no","no","cellula","no",43
47,"technician","divorced","secondary","no",32,"no","yes","cellula","no",38
34,"management","single","tertiary","no",250,"","no","cellula","no",52
56,"housemaid","married","primary","no",0,"no","no","cellula","no",48
53,"technician","married","secondary","no",206,"no","no","cellula","no",37
46,"technician","married","secondary","no",1596,"yes","no","cellula","no",38
33,"technician","married","tertiary","no",-370,"yes","no","cellula","no",21
33,"management","single","tertiary","no",0,"no","no","cellula","no",71
34,"management","single","tertiary","no",436,"no","no","cellula","no",73
39,"housemaid","married","unknown","no",0,"no","no","cellula","no",35
31,"technician","single","secondary","no",659,"no","no","cellula","no",44
51,"admin.","married","secondary","no",50,"no","no","cellula","no",28
51,"","married","primary","no",176,"no","yes","cellula","no",106
49,"unemployed","married","primary","no",50,"no","no","cellula","no",63
34,"technician","single","tertiary","no",1413,"no","no","telepho","no",100
57,"technician","married","tertiary","no",31,"no","yes","cellula","no",50
44,"management","","tertiary","yes",-11,"no","no","cellula","no",66
51,"services","married","secondary","no",276,"no","no","cellula","no",20
52,"blue-collar","married","secondary","no",60,"","yes","cellula","no",29
31,"entrepreneur","married","tertiary","no",-231,"yes","no","cellula","no",15
38,"housemaid","married","primary","no",21,"no","no","cellula","no",39
38,"","married","secondary","no",-6,"no","no","cellula","no",40
54,"technician","married","tertiary","no",446,"no","no","cellula","no",54
42,"unknown","married","unknown","no",222,"no","no","cellula","no",46
47,"blue-collar","married","primary","no",0,"no","no","cellula","no",56
32,"technician","single","tertiary","no",7838,"no","no","cellula","no",114
49,"blue-collar","married","primary","no",3478,"no","no","cellula","no",63
33,"technician","single","secondary","no",121,"no","no","cellula","no",49
31,"management","married","tertiary","no",0,"no","no","cellula","no",46
45,"technician","divorced","secondary","no",0,"no","no","cellula","no",43
55,"management","divorced","tertiary","no",-612,"no","no","cellula","no",53
37,"management","single","tertiary","no",15,"no","yes","cellula","no",81
43,"management","married","secondary","no",17555,"no","no","cellula","no",76
45,"management","married","tertiary","yes",-190,"no","yes","cellula","no",88
37,"management","married","","no",0,"no","no","cellula","no",34
31,"technician","single","secondary","no",218,"no","no","cellula","no",65
48,"technician","married","tertiary","no",0,"no","no","telepho","no",29
60,"retired","married","unknown","no",1396,"no","yes","cellula","no",82
38,"technician","married","secondary","no",0,"no","no","cellula","no",26
32,"technician","single","secondary","no",0,"no","no","cellula","no",38
36,"technician","single","tertiary","no",4644,"no","no","cellula","no",85
43,"management","divorced","tertiary","no",-166,"yes","yes","cellula","no",54
36,"blue-collar","married","primary","no",6343,"yes","no","cellula","no",70
48,"technician","married","secondary","no",2688,"no","yes","cellula","no",52
54,"technician","married","secondary","no",965,"no","no","cellula","no",25
30,"management","single","secondary","no",19,"no","no","cellula","no",50
59,"management","divorced","tertiary","no",3096,"no","no","cellula","no",58
34,"technician","single","secondary","no",224,"yes","no","cellula","no",8
40,"technician","divorced","secondary","no",0,"no","no","cellula","no",32
32,"technician","single","secondary","no",316,"no","no","cellula","no",58
59,"retired","married","tertiary","no",0,"no","no","cellula","no",57
35,"technician","single","secondary","no",0,"no","no","cellula","no",39
55,"blue-collar","married","secondary","no",630,"no","no","cellula","no",25
47,"blue-collar","married","primary","no",0,"no","no","cellula","no",47
46,"blue-collar","married","secondary","no",3,"no","no","cellula","no",20
56,"technician","married","tertiary","no",272,"no","no","cellula","no",35
47,"management","married","secondary","no",414,"no","no","cellula","no",27
45,"management","divorced","tertiary","no",0,"no","no","cellula","no",60
31,"management","single","tertiary","no",29,"no","no","cellula","no",80
45,"blue-collar","married","primary","no",512,"no","no","cellula","no",33
31,"technician","single","","no",17,"no","no","cellula","no",65
35,"technician","married","tertiary","no",188,"no","no","cellula","no",51
44,"management","single","secondary","no",813,"no","no","cellula","no",56
44,"management","married","tertiary","no",1752,"no","no","cellula","no",79
33,"management","married","tertiary","no",0,"no","","cellula","no",51
55,"retired","married","secondary","no",273,"no","no","cellula","no",56
54,"admin.","married","tertiary","no",19,"no","no","cellula","no",44
53,"technician","married","secondary","no",0,"no","no","cellula","no",28
37,"technician","married","secondary","no",827,"yes","yes","cellula","no",21
40,"management","single","tertiary","no",-384,"yes","no","cellula","no",45
32,"","married","tertiary","no",1313,"no","no","cellula","no",66
47,"services","married","secondary","no",1764,"no","yes","cellula","no",62
49,"blue-collar","married","secondary","no",1219,"yes","no","cellula","no",39
31,"technician","single","secondary","no",798,"no","no","telepho","no",50
41,"management","married","tertiary","no",725,"no","no","cellula","no",43
42,"management","married","tertiary","no",154,"no","no","cellula","no",36
51,"services","married","secondary","no",0,"no","no","cellula","no",31
52,"services","married","secondary","no",431,"no","no","cellula","no",37
30,"technician","single","secondary","no",9645,"no","yes","cellula","no",106
32,"management","single","tertiary","no",5167,"no","no","cellula","no",106
47,"services","married","secondary","no",612,"no","no","cellula","no",23
58,"blue-collar","married","primary","no",0,"no","no","cellula","no",57
31,"management","single","secondary","no",0,"no","no","cellula","no",38
36,"management","married","tertiary","no",0,"no","no","cellula","no",45
30,"technician","single","secondary","no",73,"no","yes","cellula","no",65
60,"blue-collar","married","primary","no",11,"no","no","telepho","no",29
48,"management","married","tertiary","no",0,"yes","no","cellula","no",30
31,"admin.","married","secondary","yes",-51,"no","yes","cellula","no",58
46,"blue-collar","married","primary","no",588,"yes","no","cellula","no",21
51,"technician","divorced","secondary","no",-471,"no","no","cellula","no",45
50,"blue-collar","married","secondary","no",579,"no","no","cellula","no",29
41,"technician","married","tertiary","no",231,"no","no","cellula","ye",63
59,"technician","divorced","secondary","no",2,"no","no","cellula","no",52
33,"technician","single","tertiary","no",3773,"no","no","cellula","no",79
32,"management","married","","no",-55,"yes","no","cellula","no",14
35,"admin.","married","tertiary","no",6,"no","no","cellula","no",63
44,"technician","married","secondary","no",608,"no","no","cellula","no",14
37,"management","single","tertiary","no",9,"no","no","cellula","no",51
60,"retired","married","primary","no",5,"no","no","cellula","no",48
42,"management","single","tertiary","no",145,"no","no","cellula","no",72
53,"management","married","","no",0,"no","no","cellula","no",48
47,"blue-collar","married","primary","no",0,"no","no","cellula","no",46
49,"","married","tertiary","no",108,"no","no","cellula","no",76
33,"management","married","tertiary","no",544,"no","yes","cellula","no",56
35,"management","married","tertiary","no",0,"no","no","cellula","no",54
47,"blue-collar","married","secondary","no",581,"yes","no","cellula","no",0
38,"management","married","tertiary","no",0,"yes","no","cellula","no",25
48,"management","married","tertiary","no",0,"no","no","cellula","no",43
35,"management","married","tertiary","no",38,"no","no","cellula","no",31
48,"management","married","tertiary","no",4852,"no","no","cellula","no",94
42,"technician","single","secondary","no",275,"","no","cellula","no",34
47,"self-employe","married","tertiary","no",1245,"no","no","cellula","no",95
35,"management","married","tertiary","no",841,"no","","cellula","no",63
52,"","single","tertiary","no",83,"no","no","cellula","ye",109
30,"management","married","secondary","yes",471,"yes","no","cellula","no",27
35,"technician","single","secondary","no",79,"yes","no","cellula","no",8
42,"management","divorced","tertiary","no",1243,"no","no","cellula","ye",88
45,"technician","married","secondary","no",34,"no","no","cellula","no",21
48,"management","married","primary","no",2537,"no","no","cellula","no",67
47,"services","married","secondary","no",284,"no","no","cellula","no",35
60,"management","married","tertiary","no",0,"no","no","cellula","no",23
44,"management","married","tertiary","no",254,"no","","cellula","no",59
46,"services","married","secondary","no",301,"no","no","cellula","no",15
56,"technician","divorced","secondary","no",0,"no","no","cellula","no",28
50,"blue-collar","married","primary","no",1617,"no","no","cellula","no",72
31,"self-employe","married","tertiary","no",3220,"no","no","cellula","no",64
32,"technician","single","secondary","no",-5,"no","yes","cellula","no",83
35,"management","married","tertiary","no",231,"no","no","cellula","no",49
32,"management","single","tertiary","yes",250,"yes","no","cellula","no",64
41,"management","single","tertiary","no",236,"no","no","cellula","no",58
52,"self-employe","divorced","","no",385,"no","yes","cellula","no",85
48,"management","single","tertiary","no",505,"no","no","cellula","no",78
43,"","married","secondary","no",10,"no","no","cellula","no",49
37,"management","single","tertiary","no",-533,"no","no","cellula","no",93
30,"","single","secondary","no",7,"no","no","cellula","no",51
35,"","married","tertiary","no",71,"no","yes","cellula","no",59
37,"management","married","tertiary","no",725,"no","no","cellula","no",44
33,"technician","married","secondary","no",2362,"yes","no","cellula","no",37
45,"admin.","married","secondary","no",434,"no","no","cellula","no",8
34,"management","single","tertiary","no",4687,"no","no","cellula","no",123
50,"blue-collar","married","primary","no",370,"yes","no","telepho","no",18
35,"management","single","tertiary","no",0,"no","no","cellula","no",70
39,"","","secondary","no",3867,"no","no","cellula","no",73
33,"technician","married","secondary","no",362,"no","yes","cellula","no",41
60,"admin.","married","primary","no",41,"no","no","cellula","no",53
34,"management","married","tertiary","no",297,"yes","no","cellula","no",34
36,"entrepreneur","divorced","tertiary","no",219,"no","no","cellula","no",23
31,"management","single","tertiary","no",0,"no","no","cellula","no",54
33,"","single","secondary","no",487,"yes","no","cellula","no",54
49,"self-employe","married","secondary","no",0,"no","no","cellula","no",19
42,"housemaid","married","tertiary","",0,"no","no","cellula","no",38
51,"","married","primary","no",10150,"yes","no","cellula","no",74
57,"services","married","secondary","no",1113,"no","no","cellula","no",48
31,"management","married","tertiary","no",392,"no","no","cellula","no",68
55,"self-employe","married","secondary","yes",0,"no","no","cellula","no",36
33,"technician","single","tertiary","no",469,"no","no","cellula","no",55
45,"management","married","tertiary","no",22815,"no","no","cellula","no",80
39,"management","single","tertiary","no",1092,"no","no","cellula","no",85
36,"management","married","tertiary","no",23,"no","no","cellula","no",60
32,"management","married","secondary","no",0,"no","no","cellula","no",22
34,"technician","single","secondary","no",1974,"no","no","cellula","no",56
30,"technician","single","tertiary","no",1271,"","no","cellula","no",58
31,"technician","single","tertiary","no",25,"","no","cellula","no",29
31,"admin.","married","secondary","no",276,"no","no","cellula","no",16
52,"self-employe","married","secondary","no",517,"no","no","cellula","no",32
44,"management","married","tertiary","no",0,"no","no","cellula","no",50
31,"unemployed","married","tertiary","no",7744,"no","no","cellula","no",121
45,"blue-collar","married","primary","no",0,"no","no","cellula","no",45
30,"management","single","tertiary","",21,"no","no","cellula","no",58
39,"technician","single","secondary","no",69,"no","no","cellula","no",38
37,"technician","single","secondary","no",-274,"yes","no","cellula","no",31
46,"management","married","tertiary","no",326,"no","no","cellula","no",42
58,"services","married","secondary","no",382,"no","no","cellula","no",20
31,"management","single","tertiary","no",1,"no","no","cellula","no",70
38,"technician","married","secondary","no",257,"no","no","cellula","no",0
32,"management","single","tertiary","",631,"no","no","cellula","no",70
30,"technician","single","secondary","no",893,"no","no","cellula","no",46
34,"technician","married","secondary","no",1005,"no","no","cellula","no",27
35,"technician","single","secondary","no",915,"no","yes","cellula","no",61
46,"services","married","secondary","no",12,"no","no","cellula","no",14
56,"admin.","married","secondary","no",370,"no","no","cellula","no",22
59,"self-employe","married","primary","no",745,"","no","cellula","no",20
52,"blue-collar","married","primary","no",382,"no","yes","cellula","no",58
34,"technician","","secondary","no",479,"no","no","cellula","no",37
52,"admin.","divorced","unknown","no",0,"no","no","cellula","no",41
54,"blue-collar","married","primary","",1111,"no","no","telepho","no",43
30,"management","single","tertiary","no",796,"no","yes","cellula","no",83
48,"technician","single","secondary","no",957,"no","no","cellula","no",67
49,"management","married","tertiary","no",5910,"no","no","cellula","no",73
32,"management","married","","no",0,"no","no","cellula","no",52
36,"","divorced","tertiary","no",608,"no","no","cellula","no",69
36,"technician","single","secondary","yes",0,"no","yes","cellula","no",82
40,"management","single","tertiary","no",0,"no","no","cellula","no",52
36,"unemployed","married","tertiary","no",154,"no","no","cellula","ye",85
40,"","married","tertiary","no",3160,"no","no","cellula","no",87
36,"management","married","secondary","no",699,"no","no","cellula","no",29
45,"management","married","tertiary","no",10,"no","no","cellula","no",35
38,"technician","married","tertiary","no",-363,"no","no","cellula","no",47
50,"blue-collar","married","secondary","yes",0,"yes","no","cellula","no",36
32,"management","divorced","tertiary","no",387,"no","no","cellula","no",44
44,"technician","married","secondary","no",7863,"no","no","cellula","no",71
